Time@[Altitude (Baro-Ft-AGL)],[Altitude (Baro-Ft-AGL)],bILBA,Time@[Velocity (Accel-Ft/Sec)],[Velocity (Accel-Ft/Sec)],bILBA
26.795,1624.23,b1111,1.33875,397.274,b1100
26.845,1623.05,b1111,1.34125,397.99,b1100
26.895,1620.66,b1111,1.34375,398.712,b1100
26.945,1618.28,b1111,1.34625,399.435,b1100
26.995,1615.9,b1111,1.34875,400.15,b1100
27.045,1614.71,b1111,1.35125,400.873,b1100
27.095,1612.33,b1111,1.35375,401.595,b1100
27.145,1611.14,b1111,1.35625,402.318,b1100
27.195,1608.75,b1111,1.35875,403.04,b1100
27.245,1606.38,b1111,1.36125,403.756,b1100
27.295,1602.8,b1111,1.36375,404.471,b1100
27.345,1600.42,b1111,1.36625,405.178,b1100
27.395,1598.04,b1111,1.36875,405.886,b1100
27.445,1596.85,b1111,1.37125,406.593,b1100
27.495,1595.66,b1111,1.37375,407.3,b1100
27.545,1593.28,b1111,1.37625,408.008,b1100
27.595,1589.71,b1111,1.37875,408.715,b1100
27.645,1587.33,b1111,1.38125,409.422,b1100
27.695,1584.95,b1111,1.38375,410.121,b1100
27.745,1584.95,b1111,1.38625,410.829,b1100
27.795,1586.13,b1111,1.38875,411.536,b1100
27.845,1586.13,b1111,1.39125,412.235,b1100
27.895,1583.76,b1111,1.39375,412.927,b1100
27.945,1579,b1111,1.39625,413.619,b1100
27.995,1573.05,b1111,1.39875,414.311,b1100
28.045,1568.29,b1111,1.40125,414.995,b1100
28.095,1564.72,b1111,1.40375,415.687,b1100
28.145,1559.96,b1111,1.40625,416.371,b1100
28.195,1555.21,b1111,1.40875,417.055,b1100
28.245,1551.64,b1111,1.41125,417.739,b1100
28.295,1548.08,b1111,1.41375,418.423,b1100
28.345,1545.7,b1111,1.41625,419.107,b1100
28.395,1542.13,b1111,1.41875,419.791,b1100
28.445,1538.57,b1111,1.42125,420.467,b1100
28.495,1536.19,b1111,1.42375,421.151,b1100
28.545,1533.82,b1111,1.42625,421.835,b1100
28.595,1531.44,b1111,1.42875,422.519,b1100
28.645,1529.07,b1111,1.43125,423.203,b1100
28.695,1526.69,b1111,1.43375,423.887,b1100
28.745,1523.13,b1111,1.43625,424.571,b1100
28.795,1519.57,b1111,1.43875,425.255,b1100
28.845,1515.99,b1111,1.44125,425.939,b1100
28.895,1515.99,b1111,1.44375,426.623,b1100
28.945,1514.81,b1111,1.44625,427.307,b1100
28.995,1513.62,b1111,1.44875,427.991,b1100
29.045,1512.44,b1111,1.45125,428.675,b1100
29.095,1511.25,b1111,1.45375,429.351,b1100
29.145,1508.88,b1111,1.45625,430.027,b1100
29.195,1505.31,b1111,1.45875,430.703,b1100
29.245,1501.75,b1111,1.46125,431.387,b1100
29.295,1499.38,b1111,1.46375,432.071,b1100
29.345,1497,b1111,1.46625,432.747,b1100
29.395,1493.45,b1111,1.46875,433.423,b1100
29.445,1489.88,b1111,1.47125,434.099,b1100
29.495,1487.51,b1111,1.47375,434.783,b1100
29.545,1485.13,b1111,1.47625,435.467,b1100
29.595,1483.95,b1111,1.47875,436.151,b1100
29.645,1482.77,b1111,1.48125,436.835,b1100
29.695,1481.58,b1111,1.48375,437.511,b1100
29.745,1481.58,b1111,1.48625,438.187,b1100
29.795,1479.2,b1111,1.48875,438.863,b1100
29.845,1478.01,b1111,1.49125,439.531,b1100
29.895,1476.83,b1111,1.49375,440.207,b1100
29.945,1474.46,b1111,1.49625,440.876,b1100
29.995,1472.09,b1111,1.49875,441.545,b1100
30.045,1469.72,b1111,1.50125,442.214,b1100
30.095,1466.16,b1111,1.50375,442.789,b1100
30.145,1463.79,b1111,1.50625,443.372,b1100
30.195,1459.05,b1111,1.50875,443.963,b1100
30.245,1455.48,b1111,1.51125,444.561,b1100
30.295,1453.12,b1111,1.51375,445.167,b1100
30.345,1451.93,b1111,1.51625,445.781,b1100
30.395,1449.56,b1111,1.51875,446.404,b1100
30.445,1448.38,b1111,1.52125,447.026,b1100
30.495,1446.01,b1111,1.52375,447.648,b1100
30.545,1443.63,b1111,1.52625,448.277,b1100
30.595,1441.27,b1111,1.52875,448.914,b1100
30.645,1440.08,b1111,1.53125,449.552,b1100
30.695,1437.71,b1111,1.53375,450.189,b1100
30.745,1435.34,b1111,1.53625,450.827,b1100
30.795,1432.97,b1111,1.53875,451.472,b1100
30.845,1429.42,b1111,1.54125,452.109,b1100
30.895,1425.86,b1111,1.54375,452.747,b1100
30.945,1422.31,b1111,1.54625,453.384,b1100
30.995,1422.31,b1111,1.54875,454.022,b1100
31.045,1423.5,b1111,1.55125,454.667,b1100
31.095,1422.31,b1111,1.55375,455.219,b1100
31.145,1418.76,b1111,1.55625,455.693,b1100
31.195,1412.84,b1111,1.55875,456.191,b1100
31.245,1408.11,b1111,1.56125,456.704,b1100
31.295,1405.73,b1111,1.56375,457.232,b1100
31.345,1403.37,b1111,1.56625,457.777,b1100
31.395,1401,b1111,1.56875,458.329,b1100
31.445,1399.82,b1111,1.57125,458.888,b1100
31.495,1398.63,b1111,1.57375,459.456,b1100
31.545,1396.27,b1111,1.57625,460.038,b1100
31.595,1393.9,b1111,1.57875,460.629,b1100
31.645,1390.35,b1111,1.58125,461.228,b1100
31.695,1386.81,b1111,1.58375,461.834,b1100
31.745,1384.44,b1111,1.58625,462.44,b1100
31.795,1382.08,b1111,1.58875,463.054,b1100
31.845,1380.89,b1111,1.59125,463.668,b1100
31.895,1378.52,b1111,1.59375,464.274,b1100
31.945,1376.16,b1111,1.59625,464.888,b1100
31.995,1372.61,b1111,1.59875,465.51,b1100
32.045,1370.24,b1111,1.60125,466.132,b1100
32.095,1369.06,b1111,1.60375,466.755,b1100
32.145,1367.88,b1111,1.60625,467.377,b1100
32.195,1366.7,b1111,1.60875,468.006,b1100
32.245,1364.34,b1111,1.61125,468.628,b1100
32.295,1364.34,b1111,1.61375,469.257,b1100
32.345,1364.34,b1111,1.61625,469.887,b1100
32.395,1363.15,b1111,1.61875,470.524,b1100
32.445,1360.79,b1111,1.62125,471.153,b1100
32.495,1356.06,b1111,1.62375,471.783,b1100
32.545,1350.15,b1111,1.62625,472.42,b1100
32.595,1345.42,b1111,1.62875,473.057,b1100
32.645,1341.88,b1111,1.63125,473.703,b1100
32.695,1341.88,b1111,1.63375,474.348,b1100
32.745,1343.07,b1111,1.63625,474.986,b1100
32.795,1343.07,b1111,1.63875,475.631,b1100
32.845,1339.52,b1111,1.64125,476.277,b1100
32.895,1335.97,b1111,1.64375,476.914,b1100
32.945,1332.43,b1111,1.64625,477.551,b1100
32.995,1330.07,b1111,1.64875,478.181,b1100
33.045,1327.7,b1111,1.65125,478.803,b1100
33.095,1326.53,b1111,1.65375,479.432,b1100
33.145,1324.17,b1111,1.65625,480.054,b1100
33.195,1320.62,b1111,1.65875,480.676,b1100
33.245,1317.08,b1111,1.66125,481.298,b1100
33.295,1334.8,b1111,1.66375,481.928,b1100
33.345,1327.7,b1111,1.66625,482.55,b1100
33.395,1321.8,b1111,1.66875,483.172,b1100
33.445,1317.08,b1111,1.67125,483.794,b1100
33.495,1312.36,b1111,1.67375,484.416,b1100
33.545,1310,b1111,1.67625,485.03,b1100
33.595,1306.46,b1111,1.67875,485.644,b1100
33.645,1304.1,b1111,1.68125,486.25,b1100
33.695,1299.37,b1111,1.68375,486.864,b1100
33.745,1295.84,b1111,1.68625,487.47,b1100
33.795,1292.3,b1111,1.68875,488.084,b1100
33.845,1288.76,b1111,1.69125,488.698,b1100
33.895,1284.04,b1111,1.69375,489.313,b1100
33.945,1280.5,b1111,1.69625,489.927,b1100
33.995,1278.14,b1111,1.69875,490.541,b1100
34.045,1274.61,b1111,1.70125,491.155,b1100
34.095,1271.07,b1111,1.70375,491.769,b1100
34.145,1266.35,b1111,1.70625,492.383,b1100
34.195,1262.82,b1111,1.70875,492.997,b1100
34.245,1260.46,b1111,1.71125,493.611,b1100
34.295,1259.28,b1111,1.71375,494.225,b1100
34.345,1256.93,b1111,1.71625,494.831,b1100
34.395,1255.75,b1111,1.71875,495.445,b1100
34.445,1249.86,b1111,1.72125,496.044,b1100
34.495,1245.14,b1111,1.72375,496.643,b1100
34.545,1242.79,b1111,1.72625,497.234,b1100
34.595,1239.25,b1111,1.72875,497.832,b1100
34.645,1236.9,b1111,1.73125,498.431,b1100
34.695,1233.37,b1111,1.73375,499.03,b1100
34.745,1229.83,b1111,1.73625,499.621,b1100
34.795,1226.3,b1111,1.73875,500.211,b1100
34.845,1223.95,b1111,1.74125,500.802,b1100
34.895,1221.6,b1111,1.74375,501.401,b1100
34.945,1221.6,b1101,1.74625,502,b1100
34.995,1219.24,b1101,1.74875,502.599,b1100
35.045,1218.06,b1101,1.75125,503.197,b1100
35.095,1216.88,b1101,1.75375,503.796,b1100
35.145,1216.88,b1101,1.75625,504.395,b1100
35.195,1215.71,b1101,1.75875,504.986,b1100
35.245,1215.71,b1111,1.76125,505.576,b1100
35.295,1214.53,b1111,1.76375,506.167,b1100
35.345,1213.35,b1111,1.76625,506.758,b1100
35.395,1211,b1111,1.76875,507.357,b1100
35.445,1209.82,b1111,1.77125,507.956,b1100
35.495,1207.47,b1111,1.77375,508.546,b1100
35.545,1206.3,b1111,1.77625,509.137,b1100
35.595,1205.12,b1111,1.77875,509.72,b1100
35.645,1203.94,b1111,1.78125,510.302,b1100
35.695,1202.77,b1111,1.78375,510.893,b1100
35.745,1202.77,b1111,1.78625,511.484,b1100
35.795,1201.59,b1111,1.78875,512.075,b1100
35.845,1200.41,b1111,1.79125,512.666,b1100
35.895,1199.23,b1111,1.79375,513.248,b1100
35.945,1198.06,b1111,1.79625,513.831,b1100
35.995,1198.06,b1111,1.79875,514.414,b1100
36.045,1196.88,b1111,1.80125,514.996,b1100
36.095,1195.7,b1111,1.80375,515.587,b1100
36.145,1195.7,b1111,1.80625,516.17,b1100
36.195,1194.53,b1111,1.80875,516.761,b1100
36.245,1193.35,b1111,1.81125,517.336,b1100
36.295,1192.17,b1111,1.81375,517.927,b1100
36.345,1191,b1111,1.81625,518.518,b1100
36.395,1191,b1111,1.81875,519.1,b1100
36.445,1189.82,b1111,1.82125,519.683,b1100
36.495,1189.82,b1111,1.82375,520.274,b1100
36.545,1188.65,b1111,1.82625,520.857,b1100
36.595,1188.65,b1111,1.82875,521.447,b1100
36.645,1187.48,b1111,1.83125,522.038,b1100
36.695,1186.3,b1111,1.83375,522.629,b1100
36.745,1185.12,b1111,1.83625,523.211,b1100
36.795,1183.95,b1111,1.83875,523.794,b1100
36.845,1182.77,b1111,1.84125,524.377,b1100
36.895,1182.77,b1111,1.84375,524.952,b1100
36.945,1181.59,b1111,1.84625,525.52,b1100
36.995,1180.42,b1111,1.84875,526.087,b1100
37.045,1180.42,b1111,1.85125,526.647,b1100
37.095,1179.24,b1111,1.85375,527.206,b1100
37.145,1179.24,b1111,1.85625,527.766,b1100
37.195,1178.06,b1111,1.85875,528.325,b1100
37.245,1176.89,b1111,1.86125,528.884,b1100
37.295,1176.89,b1111,1.86375,529.437,b1100
37.345,1175.71,b1111,1.86625,529.996,b1100
37.395,1174.54,b1111,1.86875,530.555,b1100
37.445,1173.36,b1111,1.87125,531.108,b1100
37.495,1173.36,b1111,1.87375,531.66,b1100
37.545,1172.18,b1111,1.87625,532.212,b1100
37.595,1171.01,b1111,1.87875,532.764,b1100
37.645,1171.01,b1111,1.88125,533.323,b1100
37.695,1169.83,b1111,1.88375,533.891,b1100
37.745,1168.66,b1111,1.88625,534.458,b1100
37.795,1167.48,b1111,1.88875,535.026,b1100
37.845,1166.31,b1111,1.89125,535.585,b1100
37.895,1165.14,b1111,1.89375,536.145,b1100
37.945,1165.14,b1111,1.89625,536.704,b1100
37.995,1163.96,b1111,1.89875,537.256,b1100
38.045,1163.96,b1111,1.90125,537.808,b1100
38.095,1162.79,b1111,1.90375,538.283,b1100
38.145,1161.61,b1111,1.90625,538.764,b1100
38.195,1161.61,b1111,1.90875,539.254,b1100
38.245,1159.26,b1111,1.91125,539.759,b1100
38.295,1159.26,b1111,1.91375,540.272,b1100
38.345,1158.09,b1111,1.91625,540.793,b1100
38.395,1158.09,b1111,1.91875,541.314,b1100
38.445,1156.91,b1111,1.92125,541.834,b1100
38.495,1156.91,b1111,1.92375,542.355,b1100
38.545,1155.73,b1111,1.92625,542.884,b1100
38.595,1154.56,b1111,1.92875,543.413,b1100
38.645,1153.38,b1111,1.93125,543.942,b1100
38.695,1152.21,b1111,1.93375,544.471,b1100
38.745,1151.03,b1111,1.93625,545.007,b1100
38.795,1149.86,b1111,1.93875,545.543,b1100
38.845,1149.86,b1111,1.94125,546.072,b1100
38.895,1148.68,b1111,1.94375,546.601,b1100
38.945,1147.51,b1111,1.94625,547.13,b1100
38.995,1146.34,b1111,1.94875,547.65,b1100
39.045,1145.16,b1111,1.95125,548.171,b1100
39.095,1143.98,b1111,1.95375,548.692,b1100
39.145,1142.81,b1111,1.95625,549.205,b1100
39.195,1141.63,b1111,1.95875,549.718,b1100
39.245,1140.46,b1111,1.96125,550.238,b1100
39.295,1140.46,b1111,1.96375,550.759,b1100
39.345,1139.29,b1111,1.96625,551.288,b1100
39.395,1138.11,b1111,1.96875,551.809,b1100
39.445,1136.94,b1111,1.97125,552.338,b1100
39.495,1135.77,b1111,1.97375,552.859,b1100
39.545,1134.59,b1111,1.97625,553.379,b1100
39.595,1133.42,b1111,1.97875,553.892,b1100
39.645,1132.25,b1111,1.98125,554.405,b1100
39.695,1132.25,b1111,1.98375,554.911,b1100
39.745,1131.07,b1111,1.98625,555.416,b1100
39.795,1129.9,b1111,1.98875,555.914,b1100
39.845,1128.73,b1111,1.99125,556.403,b1100
39.895,1127.55,b1111,1.99375,556.893,b1100
39.945,1126.38,b1111,1.99625,557.382,b1100
39.995,1126.38,b1111,1.99875,557.872,b1100
40.045,1125.2,b1111,2.00125,558.353,b1100
40.095,1124.03,b1111,2.00375,558.835,b1100
40.145,1124.03,b1111,2.00625,559.316,b1100
40.195,1122.86,b1111,2.00875,559.79,b1100
40.245,1121.68,b1111,2.01125,560.264,b1100
40.295,1120.51,b1111,2.01375,560.739,b1100
40.345,1119.33,b1111,2.01625,561.205,b1100
40.395,1119.33,b1111,2.01875,561.671,b1100
40.445,1118.16,b1111,2.02125,562.137,b1100
40.495,1118.16,b1111,2.02375,562.603,b1100
40.545,1116.99,b1111,2.02625,563.069,b1100
40.595,1116.99,b1111,2.02875,563.536,b1100
40.645,1115.81,b1111,2.03125,563.994,b1100
40.695,1115.81,b1111,2.03375,564.445,b1100
40.745,1114.64,b1111,2.03625,564.896,b1100
40.795,1113.47,b1111,2.03875,565.338,b1100
40.845,1113.47,b1111,2.04125,565.781,b1100
40.895,1113.47,b1111,2.04375,566.224,b1100
40.945,1112.29,b1111,2.04625,566.667,b1100
40.995,1112.29,b1111,2.04875,567.102,b1100
41.045,1111.12,b1111,2.05125,567.537,b1100
41.095,1109.95,b1111,2.05375,567.964,b1100
41.145,1109.95,b1111,2.05625,568.384,b1100
41.195,1108.77,b1111,2.05875,568.795,b1100
41.245,1107.6,b1111,2.06125,569.207,b1100
41.295,1106.43,b1111,2.06375,569.618,b1100
41.345,1105.25,b1111,2.06625,570.03,b1100
41.395,1104.08,b1111,2.06875,570.434,b1100
41.445,1101.73,b1111,2.07125,570.831,b1100
41.495,1101.73,b1111,2.07375,571.219,b1100
41.545,1100.56,b1111,2.07625,571.607,b1100
41.595,1100.56,b1111,2.07875,571.988,b1100
41.645,1099.39,b1111,2.08125,572.361,b1100
41.695,1098.21,b1111,2.08375,572.734,b1100
41.745,1098.21,b1111,2.08625,573.099,b1100
41.795,1097.04,b1111,2.08875,573.464,b1100
41.845,1097.04,b1111,2.09125,573.813,b1100
41.895,1095.87,b1111,2.09375,574.155,b1100
41.945,1095.87,b1111,2.09625,574.496,b1100
41.995,1094.69,b1111,2.09875,574.838,b1100
42.045,1094.69,b1111,2.10125,575.172,b1100
42.095,1094.69,b1111,2.10375,575.499,b1100
42.145,1093.52,b1111,2.10625,575.825,b1100
42.195,1092.35,b1111,2.10875,576.143,b1100
42.245,1092.35,b1111,2.11125,576.454,b1100
42.295,1091.17,b1111,2.11375,576.765,b1100
42.345,1091.17,b1111,2.11625,577.068,b1100
42.395,1090,b1111,2.11875,577.363,b1100
42.445,1090,b1111,2.12125,577.658,b1100
42.495,1088.83,b1111,2.12375,577.961,b1100
42.545,1087.66,b1111,2.12625,578.256,b1100
42.595,1086.48,b1111,2.12875,578.551,b1100
42.645,1086.48,b1111,2.13125,578.839,b1100
42.695,1085.31,b1111,2.13375,579.127,b1100
42.745,1085.31,b1111,2.13625,579.415,b1100
42.795,1085.31,b1111,2.13875,579.702,b1100
42.845,1084.14,b1111,2.14125,579.99,b1100
42.895,1084.14,b1111,2.14375,580.27,b1100
42.945,1082.97,b1111,2.14625,580.541,b1100
42.995,1082.97,b1111,2.14875,580.813,b1100
43.045,1082.97,b1111,2.15125,581.085,b1100
43.095,1081.8,b1111,2.15375,581.364,b1100
43.145,1081.8,b1111,2.15625,581.644,b1100
43.195,1080.62,b1111,2.15875,581.924,b1100
43.245,1079.45,b1111,2.16125,582.196,b1100
43.295,1079.45,b1111,2.16375,582.475,b1100
43.345,1078.28,b1111,2.16625,582.755,b1100
43.395,1078.28,b1111,2.16875,583.027,b1100
43.445,1077.11,b1111,2.17125,583.298,b1100
43.495,1077.11,b1111,2.17375,583.57,b1100
43.545,1075.93,b1111,2.17625,583.842,b1100
43.595,1075.93,b1111,2.17875,584.113,b1100
43.645,1074.76,b1111,2.18125,584.385,b1100
43.695,1074.76,b1111,2.18375,584.649,b1100
43.745,1073.59,b1111,2.18625,584.914,b1100
43.795,1073.59,b1111,2.18875,585.178,b1100
43.845,1072.42,b1111,2.19125,585.427,b1100
43.895,1072.42,b1111,2.19375,585.675,b1100
43.945,1071.25,b1111,2.19625,585.923,b1100
43.995,1070.07,b1111,2.19875,586.172,b1100
44.045,1070.07,b1111,2.20125,586.412,b1100
44.095,1068.9,b1111,2.20375,586.652,b1100
44.145,1068.9,b1111,2.20625,586.885,b1100
44.195,1067.73,b1111,2.20875,587.118,b1100
44.245,1066.56,b1111,2.21125,587.344,b1100
44.295,1066.56,b1111,2.21375,587.561,b1100
44.345,1065.39,b1111,2.21625,587.77,b1100
44.395,1064.22,b1111,2.21875,587.98,b1100
44.445,1064.22,b1111,2.22125,588.174,b1100
44.495,1063.04,b1111,2.22375,588.36,b1100
44.545,1063.04,b1111,2.22625,588.539,b1100
44.595,1063.04,b1111,2.22875,588.709,b1100
44.645,1063.04,b1111,2.23125,588.88,b1100
44.695,1061.87,b1111,2.23375,589.043,b1100
44.745,1061.87,b1111,2.23625,589.213,b1100
44.795,1060.7,b1111,2.23875,589.383,b1100
44.845,1060.7,b1111,2.24125,589.554,b1100
44.895,1059.53,b1111,2.24375,589.724,b1100
44.945,1058.36,b1111,2.24625,589.887,b1100
44.995,1058.36,b1111,2.24875,590.051,b1100
45.045,1057.19,b1111,2.25125,590.221,b1100
45.095,1056.02,b1111,2.25375,590.376,b1100
45.145,1054.85,b1111,2.25625,590.546,b1100
45.195,1053.67,b1111,2.25875,590.71,b1100
45.245,1053.67,b1111,2.26125,590.88,b1100
45.295,1052.5,b1111,2.26375,591.035,b1100
45.345,1051.33,b1111,2.26625,591.182,b1100
45.395,1051.33,b1111,2.26875,591.322,b1100
45.445,1050.16,b1111,2.27125,591.462,b1100
45.495,1050.16,b1111,2.27375,591.594,b1100
45.545,1048.99,b1111,2.27625,591.718,b1100
45.595,1047.82,b1111,2.27875,591.826,b1100
45.645,1047.82,b1111,2.28125,591.958,b1100
45.695,1046.65,b1111,2.28375,592.09,b1100
45.745,1045.48,b1111,2.28625,592.206,b1100
45.795,1045.48,b1111,2.28875,592.315,b1100
45.845,1044.31,b1111,2.29125,592.415,b1100
45.895,1043.13,b1111,2.29375,592.508,b1100
45.945,1043.13,b1111,2.29625,592.594,b1100
45.995,1043.13,b1111,2.29875,592.664,b1100
46.045,1041.96,b1111,2.30125,592.717,b1100
46.095,1041.96,b1111,2.30375,592.756,b1100
46.145,1041.96,b1111,2.30625,592.803,b1100
46.195,1040.79,b1111,2.30875,592.849,b1100
46.245,1040.79,b1111,2.31125,592.896,b1100
46.295,1040.79,b1111,2.31375,592.934,b1100
46.345,1039.62,b1111,2.31625,592.958,b1100
46.395,1038.45,b1111,2.31875,592.965,b1100
46.445,1038.45,b1111,2.32125,592.98,b1100
46.495,1037.28,b1111,2.32375,592.987,b1100
46.545,1036.11,b1111,2.32625,593.011,b1100
46.595,1034.94,b1111,2.32875,593.034,b1100
46.645,1033.77,b1111,2.33125,593.057,b1100
46.695,1032.6,b1111,2.33375,593.111,b1100
46.745,1031.43,b1111,2.33625,593.15,b1100
46.795,1031.43,b1111,2.33875,593.165,b1100
46.845,1030.26,b1111,2.34125,593.18,b1100
46.895,1029.09,b1111,2.34375,593.196,b1100
46.945,1027.91,b1111,2.34625,593.203,b1100
46.995,1027.91,b1111,2.34875,593.203,b1100
47.045,1026.74,b1111,2.35125,593.203,b1100
47.095,1025.57,b1111,2.35375,593.196,b1100
47.145,1025.57,b1111,2.35625,593.18,b1100
47.195,1024.4,b1111,2.35875,593.165,b1100
47.245,1024.4,b1111,2.36125,593.15,b1100
47.295,1023.23,b1111,2.36375,593.135,b1100
47.345,1022.06,b1111,2.36625,593.111,b1100
47.395,1022.06,b1111,2.36875,593.088,b1100
47.445,1020.89,b1111,2.37125,593.057,b1100
47.495,1020.89,b1111,2.37375,593.019,b1100
47.545,1019.72,b1111,2.37625,592.972,b1100
47.595,1019.72,b1111,2.37875,592.902,b1100
47.645,1019.72,b1111,2.38125,592.848,b1100
47.695,1018.55,b1111,2.38375,592.795,b1100
47.745,1018.55,b1111,2.38625,592.725,b1100
47.795,1017.38,b1111,2.38875,592.639,b1100
47.845,1016.21,b1111,2.39125,592.546,b1100
47.895,1016.21,b1111,2.39375,592.453,b1100
47.945,1016.21,b1111,2.39625,592.36,b1100
47.995,1015.04,b1111,2.39875,592.259,b1100
48.045,1015.04,b1111,2.40125,592.159,b1100
48.095,1013.87,b1111,2.40375,592.058,b1100
48.145,1013.87,b1111,2.40625,591.95,b1100
48.195,1013.87,b1111,2.40875,591.826,b1100
48.245,1012.7,b1111,2.41125,591.702,b1100
48.295,1012.7,b1111,2.41375,591.562,b1100
48.345,1012.7,b1111,2.41625,591.415,b1100
48.395,1011.53,b1111,2.41875,591.268,b1100
48.445,1011.53,b1111,2.42125,591.113,b1100
48.495,1010.36,b1111,2.42375,590.958,b1100
48.545,1010.36,b1111,2.42625,590.795,b1100
48.595,1010.36,b1111,2.42875,590.624,b1100
48.645,1009.19,b1111,2.43125,590.454,b1100
48.695,1009.19,b1111,2.43375,590.284,b1100
48.745,1009.19,b1111,2.43625,590.105,b1100
48.795,1009.19,b1111,2.43875,589.927,b1100
48.845,1008.02,b1111,2.44125,589.756,b1100
48.895,1008.02,b1111,2.44375,589.57,b1100
48.945,1006.85,b1111,2.44625,589.376,b1100
48.995,1006.85,b1111,2.44875,589.182,b1100
49.045,1006.85,b1111,2.45125,588.989,b1100
49.095,1005.68,b1111,2.45375,588.795,b1100
49.145,1005.68,b1111,2.45625,588.593,b1100
49.195,1004.51,b1111,2.45875,588.392,b1100
49.245,1004.51,b1111,2.46125,588.19,b1100
49.295,1003.35,b1111,2.46375,587.98,b1100
49.345,1002.18,b1111,2.46625,587.763,b1100
49.395,1002.18,b1111,2.46875,587.546,b1100
49.445,1002.18,b1111,2.47125,587.321,b1100
49.495,1001.01,b1111,2.47375,587.096,b1100
49.545,1001.01,b1111,2.47625,586.871,b1100
49.595,1001.01,b1111,2.47875,586.631,b1100
49.645,999.836,b1111,2.48125,586.39,b1100
49.695,998.666,b1111,2.48375,586.165,b1100
49.745,997.495,b1111,2.48625,585.932,b1100
49.795,997.495,b1111,2.48875,585.699,b1100
49.845,996.325,b1111,2.49125,585.466,b1100
49.895,996.325,b1111,2.49375,585.241,b1100
49.945,996.325,b1111,2.49625,584.993,b1100
49.995,996.325,b1111,2.49875,584.752,b1100
50.045,995.155,b1111,2.50125,584.512,b1100
50.095,995.155,b1111,2.50375,584.264,b1100
50.145,993.984,b1111,2.50625,583.999,b1100
50.195,993.984,b1111,2.50875,583.735,b1100
50.245,992.814,b1111,2.51125,583.486,b1100
50.295,992.814,b1111,2.51375,583.246,b1100
50.345,991.653,b1111,2.51625,582.998,b1100
50.395,990.482,b1111,2.51875,582.749,b1100
50.445,990.482,b1111,2.52125,582.493,b1100
50.495,990.482,b1111,2.52375,582.237,b1100
50.545,990.482,b1111,2.52625,581.972,b1100
50.595,989.312,b1111,2.52875,581.708,b1100
50.645,989.312,b1111,2.53125,581.443,b1100
50.695,989.312,b1111,2.53375,581.179,b1100
50.745,988.142,b1111,2.53625,580.907,b1100
50.795,988.142,b1111,2.53875,580.635,b1100
50.845,986.971,b1111,2.54125,580.379,b1100
50.895,985.801,b1111,2.54375,580.131,b1100
50.945,985.801,b1111,2.54625,579.89,b1100
50.995,984.631,b1111,2.54875,579.642,b1100
51.045,983.469,b1111,2.55125,579.394,b1100
51.095,983.469,b1111,2.55375,579.153,b1100
51.145,982.299,b1111,2.55625,578.92,b1100
51.195,981.129,b1111,2.55875,578.687,b1100
51.245,979.958,b1111,2.56125,578.447,b1100
51.295,979.958,b1111,2.56375,578.206,b1100
51.345,978.788,b1111,2.56625,577.966,b1100
51.395,978.788,b1111,2.56875,577.726,b1100
51.445,977.618,b1111,2.57125,577.486,b1100
51.495,977.618,b1111,2.57375,577.245,b1100
51.545,976.456,b1111,2.57625,576.997,b1100
51.595,976.456,b1111,2.57875,576.749,b1100
51.645,975.286,b1111,2.58125,576.5,b1110
51.695,975.286,b1111,2.58375,576.252,b1110
51.745,974.115,b1111,2.58625,575.987,b1110
51.795,974.115,b1111,2.58875,575.723,b1110
51.845,972.945,b1111,2.59125,575.451,b1110
51.895,972.945,b1111,2.59375,575.172,b1110
51.945,971.775,b1111,2.59625,574.884,b1110
51.995,971.775,b1111,2.59875,574.596,b1110
52.045,970.613,b1111,2.60125,574.308,b1110
52.095,970.613,b1111,2.60375,574.021,b1110
52.145,970.613,b1111,2.60625,573.733,b1110
52.195,969.443,b1111,2.60875,573.445,b1110
52.245,969.443,b1111,2.61125,573.157,b1110
52.295,968.272,b1111,2.61375,572.87,b1110
52.345,967.102,b1111,2.61625,572.575,b1110
52.395,967.102,b1111,2.61875,572.28,b1110
52.445,967.102,b1111,2.62125,571.985,b1110
52.495,965.941,b1111,2.62375,571.69,b1110
52.545,965.941,b1111,2.62625,571.387,b1110
52.595,965.941,b1111,2.62875,571.092,b1110
52.645,964.77,b1111,2.63125,570.797,b1110
52.695,964.77,b1111,2.63375,570.494,b1110
52.745,964.77,b1111,2.63625,570.191,b1110
52.795,963.6,b1111,2.63875,569.888,b1110
52.845,963.6,b1111,2.64125,569.585,b1110
52.895,962.43,b1111,2.64375,569.274,b1110
52.945,961.268,b1111,2.64625,568.955,b1110
52.995,961.268,b1111,2.64875,568.637,b1110
53.045,958.927,b1111,2.65125,568.319,b1110
53.095,958.927,b1111,2.65375,568,b1110
53.145,957.757,b1111,2.65625,567.674,b1110
53.195,957.757,b1111,2.65875,567.34,b1110
53.245,956.587,b1111,2.66125,567.005,b1110
53.295,956.587,b1111,2.66375,566.671,b1110
53.345,956.587,b1111,2.66625,566.337,b1110
